INTJ|<NN-,-NN-,-NN-,-NN> ==> NN INTJ|<,-NN-,-NN-,-NN> [1.0]
S ==> CC S|<PP-,-NP-VP> [1.05630083448E-4]
VP|<ADJP-NP-PP> ==> ADJP VP|<NP-PP> [1.0]
NP|<JJ-NN> ==> JJ NN [1.0]
PRN|<CC-JJ-NN-,> ==> CC PRN|<JJ-NN-,> [1.0]
VP ==> VBG VP|<NP-PP-S> [2.0725388601E-4]
S|<``-VP-.> ==> `` S|<VP-.> [1.0]
ADJP ==> `` ADJP|<RB-''-JJR> [8.09061488673E-4]
PP|<,-``-SBARQ-''> ==> , PP|<``-SBARQ-''> [1.0]
VP ==> ADVP VP|<VBZ-NP-PP> [1.3816925734E-4]
NP ==> DT NP|<QP-NNS> [9.74057599273E-5]
VP|<``-ADJP-''-SBAR> ==> `` VP|<ADJP-''-SBAR> [1.0]
NP|<,-SBAR-,-PP> ==> , NP|<SBAR-,-PP> [1.0]
NP ==> JJ NP|<NNP-NN-NN-JJ-NNS> [3.24685866424E-5]
VP ==> VP VP|<,-SBAR> [2.0725388601E-4]
NP ==> DT NP|<NNP-NNP-NNP-NN-NN-NNP> [3.24685866424E-5]
S ==> CC S|<``-SBAR-,-NP-VP-.-''> [1.05630083448E-4]
NP|<NP-,-NP-,-NP-.> ==> NP NP|<,-NP-,-NP-.> [1.0]
VP ==> VBD VP|<PP-PP-NP-PP> [6.90846286701E-5]
NP|<NNP-.> ==> NNP . [1.0]
NP ==> NP NP|<,-CC-RB-NP> [3.24685866424E-5]
SBAR ==> IN SBAR|<CC-WHADVP-S> [4.42282176028E-4]
NP ==> NNP NP|<,-NNP-,-NNP-,-NNP> [3.24685866424E-5]
VP ==> `` VP|<VBG-''-NP-``-PP> [6.90846286701E-5]
WHNP ==> WP$ WHNP|<JJ-NNS> [0.00133155792277]
NP ==> NP NP|<NNS-CC-NNS> [3.24685866424E-5]
NP ==> CD NP|<CD-NN-NN-NNS> [3.24685866424E-5]
SBAR ==> WHNP SBAR|<,-S> [4.42282176028E-4]
S|<:-CC-S-.-''> ==> : S|<CC-S-.-''> [1.0]
ADJP ==> NN JJ [8.09061488673E-4]
NP ==> DT NP|<JJ-NNP-NN-POS> [3.24685866424E-5]
PP ==> IN PP|<``-NP-''> [0.00118000429092]
VP ==> VBN VP|<NP-PP-VP> [1.3816925734E-4]
NP ==> DT NP|<RB-JJS> [3.24685866424E-5]
QP ==> JJR QP|<IN-CD-IN-CD> [0.00253164556962]
VP|<,-``-FRAG> ==> , VP|<``-FRAG> [1.0]
VP ==> VBD VP|<,-``-NP> [6.90846286701E-5]
NP|<,-''-PP> ==> , NP|<''-PP> [1.0]
NP ==> NP NP|<,-NP-,-NP-,> [9.74057599273E-5]
S ==> INTJ S|<,-NP-VP-,> [1.05630083448E-4]
VP ==> VBD VP|<PP-PP-S> [6.90846286701E-5]
S ==> SBAR S|<PRN-NP-VP-.> [3.16890250343E-4]
NP|<,-NP-,-CC-NP-,> ==> , NP|<NP-,-CC-NP-,> [1.0]
S ==> CC S|<``-NP-VP> [1.05630083448E-4]
NP ==> ADJP NP|<NNP-NNP-NNP> [6.49371732848E-5]
VP ==> VB VP|<PP-,-NP> [6.90846286701E-5]
NAC ==> NNP NAC|<NNP-,-NNP> [0.0196078431373]
QP|<CD-IN-DT-CD> ==> CD QP|<IN-DT-CD> [1.0]
NP|<ADVP-,> ==> ADVP , [1.0]
VP ==> VBD VP|<SBAR-,-PP> [2.7633851468E-4]
S|<,-CC-FRAG-.> ==> , S|<CC-FRAG-.> [1.0]
NP ==> ADVP NP|<NP-CC-NP> [3.24685866424E-5]
NP ==> PRP$ NP|<NN-NN-NN> [9.74057599273E-5]
NP ==> JJ CD [8.76651839345E-4]
NX ==> NN NX|<NN-NN> [0.00729927007299]
NP ==> NP NP|<PP-ADJP-,-PP-PP-.> [6.49371732848E-5]
NP|<PDT-DT-JJ-NN-NN-NNS> ==> PDT NP|<DT-JJ-NN-NN-NNS> [1.0]
SINV ==> S SINV|<,-VP-NP-:-.> [0.0050]
NP ==> NNP . [3.89623039709E-4]
S|<PP-PP-,-NP-VP-.> ==> PP S|<PP-,-NP-VP-.> [1.0]
NP ==> PRP$ NP|<NNP-NNP-NNP-NN> [3.24685866424E-5]
NP|<,-ADVP-PP> ==> , NP|<ADVP-PP> [1.0]
NP|<NNP-CC-NNP-NNPS-NNP-NN> ==> NNP NP|<CC-NNP-NNPS-NNP-NN> [1.0]
NP|<SBAR-,-PP> ==> SBAR NP|<,-PP> [1.0]
NP|<``-ADJP-''-NN> ==> `` NP|<ADJP-''-NN> [1.0]
FRAG|<RB-NP-,-RB-PP> ==> RB FRAG|<NP-,-RB-PP> [1.0]
VP|<PP-PP-``-PP-''> ==> PP VP|<PP-``-PP-''> [1.0]
VP|<PRT-PP-PP-PP> ==> PRT VP|<PP-PP-PP> [1.0]
VP ==> VBP VP|<RB-ADJP> [5.52677029361E-4]
NP ==> PDT NP|<PRP$-NNS> [6.49371732848E-5]
NP|<:-NP-:-NP-:-NP-:-NP-:-NP-:-NP-:-CC-NP> ==> : NP|<NP-:-NP-:-NP-:-NP-:-NP-:-NP-:-CC-NP> [1.0]
FRAG ==> `` FRAG|<NP-PRN-``-S-.-''> [0.00961538461538]
PP ==> NNP NP [3.2181935207E-4]
NP|<''-NP-SBAR> ==> '' NP|<NP-SBAR> [1.0]
NP|<NNP-NNP-NNP> ==> NNP NP|<NNP-NNP> [1.0]
VP ==> VBD VP|<RB-ADJP> [2.7633851468E-4]
NP|<RB-JJ-NN-S> ==> RB NP|<JJ-NN-S> [1.0]
NP|<VBN-JJ-NN-NN> ==> VBN NP|<JJ-NN-NN> [1.0]
NP ==> DT NP|<CC-NN> [3.24685866424E-5]
NP ==> DT NP|<''-NNS> [3.24685866424E-5]
S ==> ADVP S|<PRN-NP-VP> [1.05630083448E-4]
NP ==> NP NP|<,-UCP> [3.24685866424E-5]
PP|<CC-PP-,-CC-RB-PP> ==> CC PP|<PP-,-CC-RB-PP> [1.0]
NP ==> NP NP|<JJS-NN-NNS> [3.24685866424E-5]
VP ==> VBP VP|<PP-,-S> [1.3816925734E-4]
NX|<CC-NX> ==> CC NX [1.0]
NP ==> IN NNP [3.24685866424E-5]
NP ==> NP NP|<NN-CC-NN> [6.49371732848E-5]
NP|<JJ-JJ> ==> JJ JJ [1.0]
NP|<NNP-NN-NN> ==> NNP NP|<NN-NN> [1.0]
NP|<SBAR-PP> ==> SBAR PP [1.0]
NP|<NN-CC-NN-NN-NN> ==> NN NP|<CC-NN-NN-NN> [1.0]
SINV|<:-``-S-.-''> ==> : SINV|<``-S-.-''> [1.0]
NP|<CC-JJ-NN-NN> ==> CC NP|<JJ-NN-NN> [1.0]
NP ==> NNP NP|<NNP-JJ-NNS> [6.49371732848E-5]
VP|<FRAG-,-PP> ==> FRAG VP|<,-PP> [1.0]
NP ==> JJ NP|<,-JJ-NN-NN-NNS> [3.24685866424E-5]
VP|<NP-SBAR-ADVP> ==> NP VP|<SBAR-ADVP> [1.0]
ADJP ==> ADJP ADJP|<,-CC-ADJP-,> [8.09061488673E-4]
NP|<ADJP-,-ADJP-NN-NN> ==> ADJP NP|<,-ADJP-NN-NN> [1.0]
NP|<JJ-JJ-NN> ==> JJ NP|<JJ-NN> [1.0]
NP|<JJ-NX> ==> JJ NX [1.0]
NP ==> JJ NP|<,-JJ-NN> [1.2987434657E-4]
NP|<CC-NNP-NNP-POS> ==> CC NP|<NNP-NNP-POS> [1.0]
NP ==> `` NP|<NP-SBAR> [3.24685866424E-5]
NP ==> NP NP|<NN-NN> [0.00159096074548]
VP ==> VBN VP|<S-ADJP> [6.90846286701E-5]
PRN|<,-NP-> ==> , PRN|<NP-> [1.0]
QP ==> IN QP|<CD-CD-CC-CD-CD> [0.00126582278481]
S|<NP-,-NP-VP-.> ==> NP S|<,-NP-VP-.> [1.0]
VP ==> VBG VP|<ADVP-:-SBAR> [6.90846286701E-5]
PRN ==> : PRN|<NP-:> [0.0401337792642]
VP ==> NNS VP|<NP-PP> [1.3816925734E-4]
VP ==> VBZ VP|<NP-:-S> [6.90846286701E-5]
S|<CC-S-,-CC-S-.> ==> CC S|<S-,-CC-S-.> [1.0]
ADJP ==> VBN JJ [8.09061488673E-4]
S|<CC-NP-VP-.-''> ==> CC S|<NP-VP-.-''> [1.0]
QP|<CD-NN> ==> CD NN [1.0]
NP ==> PRP$ NP|<VBG-JJ-NNS> [3.24685866424E-5]
NP|<JJS-NN> ==> JJS NN [1.0]
NP|<,-JJ-NN> ==> , NP|<JJ-NN> [1.0]
SBAR|<S-CC-RB> ==> S SBAR|<CC-RB> [1.0]
VP ==> VBD VP|<NP-ADVP-SBAR> [6.90846286701E-5]
NP ==> DT NP|<VBN-NN> [0.0012987434657]
S|<,-S-,-CC-S-.-''> ==> , S|<S-,-CC-S-.-''> [1.0]
VP ==> DT VP|<VBN-CC-VBN-NP> [6.90846286701E-5]
NP ==> ADVP NN [3.24685866424E-5]
VP ==> VB VP|<PRT-NP-SBAR> [6.90846286701E-5]
S ==> NP NP [0.00570402450618]
QP ==> JJR QP|<IN-PDT> [0.00126582278481]
NP|<CD-CC-CD-NNS> ==> CD NP|<CC-CD-NNS> [1.0]
NP ==> DT NP|<JJ-,-JJ-,-JJ-NN> [3.24685866424E-5]
NP|<CC-NN-,> ==> CC NP|<NN-,> [1.0]
QP ==> JJ QP|<IN-CD-NNS> [0.00126582278481]
VP|<VP-CC-VP-,> ==> VP VP|<CC-VP-,> [1.0]
VP|<PP-S> ==> PP S [1.0]
S|<PP-PRN-``-NP-VP-.-''> ==> PP S|<PRN-``-NP-VP-.-''> [1.0]
NP|<NAC-,-NN-CC-NNS-NNS-NN> ==> NAC NP|<,-NN-CC-NNS-NNS-NN> [1.0]
NP ==> DT NP|<NN-ADJP-NN> [3.24685866424E-5]
NP ==> NP NP|<PP-,-SBAR> [5.84434559564E-4]
NP ==> NP NP|<NNP-NNPS> [6.49371732848E-5]
PRN|<S-:> ==> S : [1.0]
NP|<NNP-CD-JJ-NNS-NN> ==> NNP NP|<CD-JJ-NNS-NN> [1.0]
NP|<,-ADVP-,> ==> , NP|<ADVP-,> [1.0]
S ==> `` S|<S-,-CC-S> [1.05630083448E-4]
S ==> `` S|<PP-,-NP-VP-.> [1.05630083448E-4]
NP|<,-PP-.> ==> , NP|<PP-.> [1.0]
WHNP|<PP-ADJP> ==> PP ADJP [1.0]
VP ==> VBP VP|<NP-PP-,-S> [6.90846286701E-5]
VP ==> VBZ VP|<PP-``-PP-,-''-S> [6.90846286701E-5]
VP|<NP-ADVP-PP-:-S> ==> NP VP|<ADVP-PP-:-S> [1.0]
NP ==> PRP$ NP|<JJ-NN-POS> [3.24685866424E-5]
S ==> `` S|<SBAR-,-NP-VP-.-''> [4.22520333791E-4]
NP ==> JJ NP|<NN-''> [3.24685866424E-5]
NP|<CC-CD-NN-NNS> ==> CC NP|<CD-NN-NNS> [1.0]
NP|<CC-NP-:> ==> CC NP|<NP-:> [1.0]
NP|<NP-,-SBAR-,> ==> NP NP|<,-SBAR-,> [1.0]
SBAR ==> SBAR SBAR|<,-SBAR-CC-SBAR> [4.42282176028E-4]
VP|<S-SBAR> ==> S SBAR [1.0]
NP ==> NP NN [0.00668852884834]
NP|<NN-NN-''-NNS> ==> NN NP|<NN-''-NNS> [1.0]
NP ==> NP NP|<,-CONJP-NP> [1.2987434657E-4]
VP ==> VBP VP|<ADVP-ADVP> [6.90846286701E-5]
NP ==> NP NP|<QP--NONE-> [9.74057599273E-5]
NP|<,-NP-,-NP-,-NP-CC-NP> ==> , NP|<NP-,-NP-,-NP-CC-NP> [1.0]
VP ==> VBD VP|<ADVP-ADVP-PP> [6.90846286701E-5]
QP ==> CD CD [0.13164556962]
PRN|<PP-,-SBAR-:> ==> PP PRN|<,-SBAR-:> [1.0]
NP|<CC-DT-NN> ==> CC NP|<DT-NN> [1.0]
VP ==> VB VP|<PRN-CC-VBP-PRN-NP-PP-PP> [6.90846286701E-5]
NP|<PP-''-NN> ==> PP NP|<''-NN> [1.0]
VP ==> VBN VP|<``-NP> [6.90846286701E-5]
NP ==> NNP NX [9.74057599273E-5]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP|<NP-,-NP-,-FW> ==> NP NP|<,-NP-,-FW> [1.0]
VP ==> VBZ VP|<ADVP-PP> [6.90846286701E-4]
NP ==> PRP$ NP|<NNS-CC-NN-NN> [3.24685866424E-5]
NP|<NNPS-NNP-NNP> ==> NNPS NP|<NNP-NNP> [1.0]
VP|<ADJP-ADVP-SBAR> ==> ADJP VP|<ADVP-SBAR> [1.0]
VP|<``-SQ-.-''-ADVP> ==> `` VP|<SQ-.-''-ADVP> [1.0]
NP ==> JJ NP|<NN-NNP-NNP-NNP> [6.49371732848E-5]
VP|<,-''-S> ==> , VP|<''-S> [1.0]
ADJP|<NNP-JJ> ==> NNP JJ [1.0]
NP ==> DT NP|<NNP-NN-VBG-NN> [3.24685866424E-5]
VP ==> VBN VP|<NP-PP-PP-ADVP> [1.3816925734E-4]
NP ==> DT NP|<CD-JJ-NN> [3.24685866424E-5]
NP ==> QP NP|<NNP-NNP-NNS> [3.24685866424E-5]
NP ==> CONJP NP|<NP-,-CC-NP> [3.24685866424E-5]
VP ==> VBZ VP|<NP-``-NP> [6.90846286701E-5]
PP ==> RB NP [5.36365586784E-4]
VP ==> VBG VP|<PP-,-ADVP-,-NP-PP> [6.90846286701E-5]
NP|<CD-NNP-NNS> ==> CD NP|<NNP-NNS> [1.0]
VP ==> VBZ VP|<ADVP-ADJP> [4.83592400691E-4]
NP|<DT-NNP> ==> DT NNP [1.0]
NP ==> DT NP|<NNS-CC-NN> [3.24685866424E-5]
NP|<NP-:-NP-:-NP-:-NP-:-NP> ==> NP NP|<:-NP-:-NP-:-NP-:-NP> [1.0]
NP ==> DT NP|<VBG-JJ-NNS> [3.24685866424E-5]
NP|<DT-NN-NN> ==> DT NP|<NN-NN> [1.0]
PP ==> IN PP|<NP-NP> [6.43638704141E-4]
NP ==> DT NP|<NNP-VBG-NN> [3.24685866424E-5]
S ==> NP S|<PRN-ADVP-VP-.> [2.11260166896E-4]
NP|<VBG-NNS-POS> ==> VBG NP|<NNS-POS> [1.0]
VP|<NP-PP-,-PP> ==> NP VP|<PP-,-PP> [1.0]
VP ==> VBZ VP|<RB-S> [1.3816925734E-4]
QP ==> RB QP|<$-CD-CD> [0.0139240506329]
VP ==> VBP VP|<NP-S> [6.21761658031E-4]
VP|<NP-PP-PP-,-SBAR> ==> NP VP|<PP-PP-,-SBAR> [1.0]
NP ==> JJ NP|<NN-CC-NN-NN> [3.24685866424E-5]
VP ==> VBN VP|<NP-NP-PP> [6.21761658031E-4]
QP ==> RB QP|<DT-JJ> [0.00126582278481]
NP|<NNS-,-''> ==> NNS NP|<,-''> [1.0]
PRN|<CC-JJ-:> ==> CC PRN|<JJ-:> [1.0]
NP ==> DT NP|<JJ-,-JJ-NN-NNS> [3.24685866424E-5]
VP ==> VB VP|<ADVP-NP> [2.7633851468E-4]
NP ==> NP NP|<PRN-NP> [3.24685866424E-5]
S|<,-NP-NP-VP-.> ==> , S|<NP-NP-VP-.> [1.0]
NP|<JJ-CD-NNP-NNS> ==> JJ NP|<CD-NNP-NNS> [1.0]
PRN ==> : PRN|<SBAR-:> [0.0133779264214]
S|<S-,-''-NP-,-VP-.> ==> S S|<,-''-NP-,-VP-.> [1.0]
NP|<VP-,-SBAR> ==> VP NP|<,-SBAR> [1.0]
VP ==> VB VP|<NP-NP-,-CC-NP> [6.90846286701E-5]
VP ==> VB VP|<,-PP-,-NP-PP> [6.90846286701E-5]
NP ==> PRP$ NP|<NN-NNS-NNS> [3.24685866424E-5]
NP ==> NP NP|<''-VP> [3.24685866424E-5]
VP|<PRT-NP-PP-PP> ==> PRT VP|<NP-PP-PP> [1.0]
NP ==> JJ NP|<CD-POS> [6.49371732848E-5]
NP ==> RB NP|<RBR--NN-NN-> [3.24685866424E-5]
NP|<:-NP-:-NP-:-NP-:-NP-:-NP> ==> : NP|<NP-:-NP-:-NP-:-NP-:-NP> [1.0]
NP|<JJS-RB> ==> JJS RB [1.0]
NP ==> DT NP|<CD-NNS> [9.4158901263E-4]
NP ==> VBG NP|<JJ-NNS> [6.49371732848E-5]
NAC|<CD-,> ==> CD , [1.0]
S|<NP--ADVP> ==> NP S|<-ADVP> [1.0]
VP ==> VB VP|<PP-NP-ADVP> [6.90846286701E-5]
S|<NP-NP-VP-.> ==> NP S|<NP-VP-.> [1.0]
NP|<JJ-NN-NN-NNP-NNP> ==> JJ NP|<NN-NN-NNP-NNP> [1.0]
NP|<S-NP> ==> S NP [1.0]
S|<''-ADVP-VP> ==> '' S|<ADVP-VP> [1.0]
PP|<``-NP-''> ==> `` PP|<NP-''> [1.0]
NP ==> DT NP|<NNPS-NNP-NN> [3.24685866424E-5]
VP|<PP-:-PP-:-S> ==> PP VP|<:-PP-:-S> [1.0]
NP|<,-CD> ==> , CD [1.0]
VP|<VB-PP-ADVP> ==> VB VP|<PP-ADVP> [1.0]
NP ==> DT NP|<NNP-NNP-NNP-NNP-POS> [6.49371732848E-5]
NP|<JJ-NNS-NNS> ==> JJ NP|<NNS-NNS> [1.0]
VP ==> VB VP|<ADJP-SBAR> [4.83592400691E-4]
VP|<SBAR-,-``-SBAR> ==> SBAR VP|<,-``-SBAR> [1.0]
UCP|<UCP-,-CC-PP> ==> UCP UCP|<,-CC-PP> [1.0]
NP ==> DT NP|<-VBG--NN-POS> [3.24685866424E-5]
NP ==> DT NP|<NNPS-CC-NNPS-NNP> [3.24685866424E-5]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
QP ==> RB QP|<IN-CD-TO-CD> [0.00126582278481]
VP ==> VBP VP|<RB-ADJP-PP> [6.90846286701E-5]
VP ==> VBN VP|<S-,-S> [3.45423143351E-4]
NAC|<NNP-,-NNP-,> ==> NNP NAC|<,-NNP-,> [1.0]
NP|<NN-QP--NONE-> ==> NN NP|<QP--NONE-> [1.0]
NP ==> NP NP|<JJS-NNS> [9.74057599273E-5]
QP|<CC-CD> ==> CC CD [1.0]
CONJP ==> CC RB [0.04]
VP ==> VBN VP|<NP-ADVP-SBAR> [1.3816925734E-4]
VP ==> VP VP|<:-CC-VP> [6.90846286701E-5]
NP|<JJS-NN-NN> ==> JJS NP|<NN-NN> [1.0]
NP ==> NNP VBP [3.24685866424E-5]
NP ==> RB NP|<JJR-NNS> [3.24685866424E-5]
VP ==> VBD VP|<PP-SBAR> [0.00117443868739]
VP ==> VBN VP|<ADJP-PP-PP> [1.3816925734E-4]
NP|<NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> ==> NP NP|<,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> [1.0]
NP|<$-CD--NONE-> ==> $ NP|<CD--NONE-> [1.0]
VP ==> MD VP|<PRN-ADVP-VP> [6.90846286701E-5]
PP|<,-CC-PP> ==> , PP|<CC-PP> [1.0]
NP|<:-SQ-.> ==> : NP|<SQ-.> [1.0]
NP ==> DT NP|<NAC-NN-POS> [3.24685866424E-5]
NP ==> PRP$ NP|<NNP-NNP-NNPS-NNP-NN> [3.24685866424E-5]
PRN|<JJ-NN-,> ==> JJ PRN|<NN-,> [1.0]
X|<NNP-CD-NN> ==> NNP X|<CD-NN> [1.0]
NP ==> NP NP|<,-UCP-,> [6.49371732848E-5]
S ==> CC S|<``-S-,-''-NP-VP-.> [1.05630083448E-4]
NP ==> NN NP|<CC-NN> [6.81840319491E-4]
NP|<,-ADVP-NP-,> ==> , NP|<ADVP-NP-,> [1.0]
NP|<PP-''-VP> ==> PP NP|<''-VP> [1.0]
NP ==> DT NP|<NNP-NNPS-NNP-NNS> [3.24685866424E-5]
NP ==> NP NP|<:-PP-:> [3.24685866424E-5]
VP ==> VBZ VP|<PP-,-ADVP> [6.90846286701E-5]
QP|<JJ-IN-DT> ==> JJ QP|<IN-DT> [1.0]
PP ==> RB ADJP [4.29092469427E-4]
NP ==> JJ NP|<NN-SBAR> [3.24685866424E-5]
UCP|<,-NNS-CC-NN> ==> , UCP|<NNS-CC-NN> [1.0]
QP|<IN-CD> ==> IN CD [1.0]
NP ==> RB NP|<DT-ADJP-NN> [6.49371732848E-5]
NP ==> DT NP|<NNS-RB> [6.49371732848E-5]
VP ==> VBD VP|<NP-SBAR> [0.00310880829016]
VP|<,-''-SBAR> ==> , VP|<''-SBAR> [1.0]
NP|<NNP-,-NNP-CC-NNP-NNP-NNS> ==> NNP NP|<,-NNP-CC-NNP-NNP-NNS> [1.0]
QP ==> IN QP|<TO-$-CD-CD> [0.00253164556962]
S|<``-VP-.-''> ==> `` S|<VP-.-''> [1.0]
NP|<ADJP-NN-SBAR> ==> ADJP NP|<NN-SBAR> [1.0]
NP|<,-NP-:> ==> , NP|<NP-:> [1.0]
NP ==> NNS NP|<CC-NN> [6.49371732848E-5]
NP ==> NNPS NP|<NNP-NNP-NNP> [3.24685866424E-5]
NP ==> NP NP|<,-NP-,> [0.0101626676191]
VP ==> ADVP VP|<VBN-NP-PP-PP-PP> [6.90846286701E-5]
S|<PP-,-SBAR-``-NP-VP-.-''> ==> PP S|<,-SBAR-``-NP-VP-.-''> [1.0]
VP ==> TO VP [0.0868393782383]
SINV ==> S SINV|<VP-NP-.> [0.0050]
NP ==> NP NP|<:-NP-:-NP-:-NP-:-NP-:-NP-:-NP> [3.24685866424E-5]
NP ==> DT NP|<VBG-JJ-NN-NN> [3.24685866424E-5]
NP ==> PRP$ NP|<QP-NNS> [6.49371732848E-5]
SQ ==> VBP SQ|<NP-VP-ADJP> [0.0294117647059]
VP ==> VB VP|<ADVP-S-ADVP> [6.90846286701E-5]
SQ ==> VBZ SQ|<NP-ADVP-ADVP> [0.0294117647059]
NP ==> CD NP|<NN-QP> [6.49371732848E-5]
S|<,-CC-S-.> ==> , S|<CC-S-.> [1.0]
NP|<,-RB-S> ==> , NP|<RB-S> [1.0]
NP|<VBG-JJ-,-JJ-NN> ==> VBG NP|<JJ-,-JJ-NN> [1.0]
VP|<ADVP-ADJP> ==> ADVP ADJP [1.0]
NP ==> NN NP|<NN-NN-NN> [3.24685866424E-5]
NP|<NN-NN-POS> ==> NN NP|<NN-POS> [1.0]
NP ==> DT NP|<NN-S> [0.00194811519855]
NP|<ADJP-,> ==> ADJP , [1.0]
NP|<NNP-NNP-''> ==> NNP NP|<NNP-''> [1.0]
ADJP ==> QP JJR [0.00161812297735]
QP|<TO-$-CD-CD> ==> TO QP|<$-CD-CD> [1.0]
NP|<``-JJ-''-NN> ==> `` NP|<JJ-''-NN> [1.0]
VP ==> VB VP|<SBAR-PP> [6.90846286701E-5]
NP ==> DT NP|<NNS-POS> [4.87028799636E-4]
NP ==> PRP$ NP|<JJ-NNP-NNP-.-NN-NN-VBG-NN> [3.24685866424E-5]
NP ==> DT NP|<JJ-NN-CC-NN-NN> [6.49371732848E-5]
QP ==> CD QP|<CD-NN-TO-CD-CD-NN> [0.00759493670886]
VP|<VBN-PP-''-SBAR> ==> VBN VP|<PP-''-SBAR> [1.0]
S|<:-S-.> ==> : S|<S-.> [1.0]
NP ==> DT NP|<JJ-NNP-NNP-NNP-NNP> [3.24685866424E-5]
VP ==> ADVP VP|<VBD-ADVP> [6.90846286701E-5]
NP ==> DT NP|<NN-FW-NN> [3.24685866424E-5]
ADVP ==> IN NP [0.0042872454448]
ADJP ==> JJ RBR [8.09061488673E-4]
PRN ==> , PP [0.00334448160535]
QP|<CC-JJR> ==> CC JJR [1.0]
NP|<NNP-,> ==> NNP , [1.0]
S ==> `` S|<SBAR-,-NP-VP> [1.05630083448E-4]
NP|<SBAR-,-''> ==> SBAR NP|<,-''> [1.0]
NP ==> PRP$ NP|<JJR-NN> [3.24685866424E-5]
VP ==> VP VP|<,-CC-VP-,-NP> [6.90846286701E-5]
VP|<RB-S-,-SBAR> ==> RB VP|<S-,-SBAR> [1.0]
QP ==> CC JJR [0.00632911392405]
VP ==> TO VP|<``-VP> [2.7633851468E-4]
NP|<NP-:-NP-:-NP-,-CC-NP> ==> NP NP|<:-NP-:-NP-,-CC-NP> [1.0]
ADJP ==> RB ADJP|<VBN-PRT-PP> [8.09061488673E-4]
VP|<,-PP-ADVP> ==> , VP|<PP-ADVP> [1.0]
NP ==> DT NP|<$-CD--NONE-> [1.2987434657E-4]
NP ==> NP NP|<NNP-NNP-NNPS-NN> [3.24685866424E-5]
VP ==> VBD VP|<NP-SBAR-,-S> [6.90846286701E-5]
NP ==> NN NP|<CC-NNS-NNS> [3.24685866424E-5]
ADVP ==> NP JJR [0.0128617363344]
VP|<CC-VBN-NP> ==> CC VP|<VBN-NP> [1.0]
QP|<NN-TO-CD-NN> ==> NN QP|<TO-CD-NN> [1.0]
NP ==> DT NP|<NNP-,-NNP-CC-NNP-NNP-NNS> [3.24685866424E-5]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-NP-:-FRAG-:-FRAG-:-FRAG-.> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-NP-:-FRAG-:-FRAG-:-FRAG-.> [1.0]
VP|<,-ADVP-VP> ==> , VP|<ADVP-VP> [1.0]
VP ==> VB VP|<NP-,-SBAR-ADVP> [6.90846286701E-5]
VP ==> VBG VP|<PRT-PP-PP-PP> [6.90846286701E-5]
FRAG|<,-PP-,-PP-.> ==> , FRAG|<PP-,-PP-.> [1.0]
VP ==> PP VP|<''-VB-NP> [6.90846286701E-5]
VP ==> VBP VP|<NP-NP> [4.83592400691E-4]
VP ==> VBD VP|<NP-PP-,-S> [3.45423143351E-4]
S|<,-SBAR-:-``-NP-VP-.-''> ==> , S|<SBAR-:-``-NP-VP-.-''> [1.0]
SQ ==> MD SQ|<NP-VP> [0.0882352941176]
FRAG ==> ADJP S [0.00961538461538]
NP ==> VBG NNS [0.00100652618592]
NP|<NNP-NN-NNP> ==> NNP NP|<NN-NNP> [1.0]
NP ==> DT NP|<NNP-NNS-NN> [6.49371732848E-5]
VP ==> VBP VP|<PRN-VP> [6.90846286701E-5]
NP ==> DT NP|<JJ-NNP-JJ-NN> [6.49371732848E-5]
S|<ADVP-,-NP-VP-.> ==> ADVP S|<,-NP-VP-.> [1.0]
PRN|<S-,-``> ==> S PRN|<,-``> [1.0]
NP|<JJ-NNP-NNP-CC-NNP-NNP-NN> ==> JJ NP|<NNP-NNP-CC-NNP-NNP-NN> [1.0]
S ==> CC S|<NP-PRN-VP-.> [1.05630083448E-4]
NP|<NN-JJ-NN> ==> NN NP|<JJ-NN> [1.0]
ADJP ==> JJ NP [0.0202265372168]
ADJP|<RB-''-JJR> ==> RB ADJP|<''-JJR> [1.0]
VP ==> VBD VP|<SBAR-PP> [3.45423143351E-4]
ADVP|<CC-ADVP> ==> CC ADVP [1.0]
PRN ==> , PRN|<SINV-,> [0.0133779264214]
NP ==> JJ NP|<NN-NN-NN> [1.62342933212E-4]
NP|<NN-VBD-NN> ==> NN NP|<VBD-NN> [1.0]
NP|<:-PP-:> ==> : NP|<PP-:> [1.0]
